Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
2025-01-11 22:17:54.895746455,CUST1056,North,Grocery,Wheat Flour,3,88.19,0.0,264.56,180.65,83.9
2025-01-12 05:35:04.753961634,CUST1020,North,Grocery,Wheat Flour,5,437.65,0.0,2188.25,1623.35,564.9
2025-01-12 12:52:14.612176814,CUST1152,West,Snacks,Biscuits,3,115.82,0.0,347.47,245.59,101.88
2025-01-12 20:09:24.470391993,CUST1145,North,Beverages,Coffee,2,79.77,0.15,135.61,104.91,30.7
2025-01-13 03:26:34.328607172,CUST1109,Central,Beverages,Juice,1,170.78,0.0,170.78,138.82,31.96
2025-01-13 10:43:44.186822352,CUST1161,South,Grocery,Rice,8,236.95,0.1,1706.05,1271.35,434.71
2025-01-13 18:00:54.045037531,CUST1001,East,Grocery,Rice,7,414.4,0.0,2900.79,1929.34,971.44
2025-01-14 01:18:03.903252710,CUST1123,South,Grocery,Cooking Oil,17,315.4,0.0,5361.75,4235.3,1126.45
2025-01-14 08:35:13.761467890,CUST1038,South,Household,Tissue,10,261.22,0.0,2612.24,1697.96,914.28
2025-01-14 15:52:23.619683069,CUST1029,West,Snacks,Namkeen,6,78.62,0.0,471.71,364.86,106.85
2025-01-14 23:09:33.477898248,CUST1080,East,Beverages,Tea,1,101.36,0.0,101.36,65.71,35.64
2025-01-15 06:26:43.336113427,CUST1005,South,Grocery,Cooking Oil,5,181.72,0.0,908.62,571.51,337.11
2025-01-15 13:43:53.194328607,CUST1056,East,Grocery,Pulses,5,185.96,0.0,929.78,674.88,254.9
2025-01-15 21:01:03.052543786,CUST1028,South,Household,Garbage Bags,3,210.98,0.1,569.64,382.77,186.87
2025-01-16 04:18:12.910758965,CUST1028,South,Personal Care,Toothpaste,9,153.56,0.0,1382.08,938.75,443.32
2025-01-16 11:35:22.768974145,CUST1111,West,Snacks,Biscuits,2,135.77,0.05,257.96,188.22,69.74
2025-01-16 18:52:32.627189324,CUST1121,North,Snacks,Chips,19,136.95,0.0,2602.13,1802.43,799.69
2025-01-17 02:09:42.485404503,CUST1031,Central,Grocery,Pulses,13,140.84,0.1,1647.86,1050.76,597.1
2025-01-17 09:26:52.343619683,CUST1173,West,Household,Floor Cleaner,9,265.54,0.0,2389.83,1732.29,657.55
2025-01-17 16:44:02.201834862,CUST1139,West,Grocery,Wheat Flour,6,214.43,0.0,1286.57,962.19,324.38
2025-01-18 00:01:12.060050041,CUST1143,East,Beverages,Soft Drink,5,178.44,0.05,847.61,667.28,180.33
2025-01-18 07:18:21.918265221,CUST1064,West,Beverages,Tea,4,88.32,0.0,353.28,291.04,62.24
2025-01-18 14:35:31.776480400,CUST1040,East,Household,Laundry Detergent,3,157.65,0.1,425.65,300.65,125.0
2025-01-18 21:52:41.634695579,CUST1179,East,Snacks,Biscuits,8,136.94,0.1,986.0,746.73,239.27
2025-01-19 05:09:51.492910759,CUST1086,South,Snacks,Chips,7,122.52,0.0,857.62,672.09,185.53
2025-01-19 12:27:01.351125938,CUST1157,West,Personal Care,Toothpaste,4,156.11,0.0,624.42,461.3,163.12
2025-01-19 19:44:11.209341117,CUST1090,East,Personal Care,Shampoo,5,289.15,0.0,1445.77,1031.11,414.66
2025-01-20 03:01:21.067556297,CUST1037,South,Grocery,Pulses,5,81.33,0.1,365.97,290.51,75.46
2025-01-20 10:18:30.925771476,CUST1180,North,Personal Care,Shampoo,3,95.26,0.0,285.78,223.98,61.8
2025-01-20 17:35:40.783986655,CUST1108,East,Grocery,Rice,3,209.95,0.1,566.86,424.66,142.19
2025-01-21 00:52:50.642201835,CUST1118,West,Grocery,Rice,5,278.04,0.15,1181.68,771.29,410.39
2025-01-21 08:10:00.500417014,CUST1019,South,Snacks,Biscuits,2,65.42,0.0,130.84,105.2,25.64
2025-01-21 15:27:10.358632193,CUST1103,East,Grocery,Sugar,2,255.0,0.0,510.0,412.89,97.11
2025-01-21 22:44:20.216847372,CUST1072,North,Beverages,Coffee,5,155.17,0.0,775.84,514.49,261.34
2025-01-22 06:01:30.075062552,CUST1165,Central,Personal Care,Toothpaste,10,297.01,0.1,2673.12,2223.45,449.66
2025-01-22 13:18:39.933277731,CUST1005,Central,Beverages,Coffee,7,151.7,0.05,1008.83,684.97,323.86
2025-01-22 20:35:49.791492910,CUST1128,North,Beverages,Tea,1,172.01,0.0,172.01,140.5,31.51
2025-01-23 03:52:59.649708090,CUST1075,South,Snacks,Biscuits,6,128.54,0.0,771.25,524.38,246.87
2025-01-23 11:10:09.507923269,CUST1057,East,Snacks,Chips,1,104.68,0.0,104.68,68.06,36.63
2025-01-23 18:27:19.366138448,CUST1036,East,Snacks,Chocolate,5,120.22,0.15,510.93,337.5,173.43
2025-01-24 01:44:29.224353628,CUST1150,Central,Grocery,Pulses,21,219.25,0.0,4604.24,3821.05,783.18
2025-01-24 09:01:39.082568807,CUST1171,South,Snacks,Chips,3,120.22,0.05,342.62,249.77,92.85
2025-01-24 16:18:48.940783986,CUST1017,South,Beverages,Soft Drink,6,132.68,0.0,796.07,654.22,141.85
2025-01-24 23:35:58.798999166,CUST1143,East,Personal Care,Soap,6,218.45,0.0,1310.72,953.78,356.94
2025-01-25 06:53:08.657214345,CUST1007,North,Household,Garbage Bags,1,191.96,0.0,191.96,124.11,67.86
2025-01-25 14:10:18.515429524,CUST1045,South,Grocery,Wheat Flour,13,62.5,0.0,812.52,603.99,208.54
2025-01-25 21:27:28.373644704,CUST1016,Central,Household,Laundry Detergent,4,287.22,0.0,1148.87,870.49,278.38
2025-01-26 04:44:38.231859883,CUST1121,South,Snacks,Chips,9,119.73,0.05,1023.73,831.48,192.25
2025-01-26 12:01:48.090075062,CUST1073,North,Grocery,Cooking Oil,5,137.9,0.0,689.49,433.87,255.62
2025-01-26 19:18:57.948290242,CUST1117,East,Beverages,Juice,10,120.08,0.1,1080.71,824.5,256.21
2025-01-27 02:36:07.806505421,CUST1009,East,Snacks,Chips,4,144.45,0.05,548.89,366.44,182.46
2025-01-27 09:53:17.664720600,CUST1142,Central,Snacks,Biscuits,4,126.06,0.0,504.23,378.4,125.83
2025-01-27 17:10:27.522935780,CUST1139,East,Grocery,Rice,2,151.91,0.0,303.83,250.64,53.18
2025-01-28 00:27:37.381150959,CUST1062,Central,Grocery,Cooking Oil,1,243.31,0.1,218.98,159.62,59.36
2025-01-28 07:44:47.239366138,CUST1059,North,Household,Laundry Detergent,3,289.23,0.05,824.3,665.31,158.98
2025-01-28 15:01:57.097581318,CUST1107,Central,Beverages,Mineral Water,11,49.58,0.1,490.88,318.26,172.62
2025-01-28 22:19:06.955796497,CUST1098,West,Personal Care,Shampoo,11,111.07,0.15,1038.46,788.19,250.27
2025-01-29 05:36:16.814011676,CUST1096,West,Grocery,Pulses,4,261.92,0.0,1047.68,865.58,182.1
2025-01-29 12:53:26.672226855,CUST1175,Central,Grocery,Sugar,6,356.1,0.1,1922.96,1611.12,311.84
2025-01-29 20:10:36.530442035,CUST1029,West,Beverages,Soft Drink,7,75.16,0.0,526.12,357.86,168.25
2025-01-30 03:27:46.388657214,CUST1081,West,Beverages,Mineral Water,3,153.02,0.0,459.05,297.88,161.18
2025-01-30 10:44:56.246872393,CUST1064,North,Grocery,Pulses,5,203.01,0.0,1015.07,676.93,338.14
2025-01-30 18:02:06.105087573,CUST1050,West,Snacks,Chocolate,8,40.7,0.0,325.62,234.38,91.23
2025-01-31 01:19:15.963302752,CUST1063,Central,Grocery,Pulses,6,237.42,0.0,1424.54,1037.28,387.26
2025-01-31 08:36:25.821517931,CUST1033,West,Grocery,Sugar,9,101.33,0.05,866.35,662.36,204.0
2025-01-31 15:53:35.679733111,CUST1097,South,Personal Care,Toothpaste,2,198.81,0.05,377.74,235.01,142.73
2025-01-31 23:10:45.537948290,CUST1106,West,Snacks,Biscuits,5,71.6,0.05,340.1,270.76,69.34
2025-02-01 06:27:55.396163469,CUST1084,West,Grocery,Sugar,15,162.52,0.05,2315.95,1682.69,633.26
2025-02-01 13:45:05.254378649,CUST1122,East,Snacks,Chips,13,77.02,0.05,951.18,690.03,261.16
2025-02-01 21:02:15.112593828,CUST1156,South,Household,Tissue,8,149.69,0.0,1197.56,872.44,325.11
2025-02-02 04:19:24.970809007,CUST1004,West,Beverages,Mineral Water,7,64.94,0.05,431.86,308.18,123.68
2025-02-02 11:36:34.829024187,CUST1115,South,Beverages,Juice,30,29.56,0.05,842.35,643.64,198.71
2025-02-02 18:53:44.687239366,CUST1014,South,Household,Tissue,7,171.59,0.05,1141.09,866.27,274.82
2025-02-03 02:10:54.545454545,CUST1028,South,Grocery,Pulses,5,206.06,0.05,978.78,674.06,304.72
2025-02-03 09:28:04.403669725,CUST1093,South,Household,Garbage Bags,3,120.82,0.0,362.45,238.25,124.19
2025-02-03 16:45:14.261884904,CUST1120,West,Personal Care,Soap,1,44.72,0.05,42.48,30.77,11.71
2025-02-04 00:02:24.120100083,CUST1059,Central,Beverages,Juice,4,177.94,0.05,676.16,452.65,223.52
2025-02-04 07:19:33.978315263,CUST1124,South,Grocery,Sugar,10,251.39,0.0,2513.94,1948.38,565.56
2025-02-04 14:36:43.836530442,CUST1145,South,Grocery,Pulses,7,395.94,0.05,2632.99,1920.45,712.54
2025-02-04 21:53:53.694745621,CUST1073,North,Household,Dishwash,11,247.35,0.15,2312.76,1458.44,854.32
2025-02-05 05:11:03.552960800,CUST1082,Central,Beverages,Mineral Water,12,139.46,0.05,1589.84,1268.26,321.58
2025-02-05 12:28:13.411175980,CUST1161,North,Personal Care,Toothpaste,4,196.61,0.0,786.42,582.48,203.94
2025-02-05 19:45:23.269391159,CUST1048,South,Snacks,Namkeen,10,106.87,0.0,1068.68,865.56,203.12
2025-02-06 03:02:33.127606338,CUST1107,Central,Beverages,Mineral Water,5,86.13,0.0,430.63,344.91,85.73
2025-02-06 10:19:42.985821518,CUST1027,Central,Household,Dishwash,2,99.9,0.05,189.81,139.52,50.28
2025-02-06 17:36:52.844036697,CUST1159,North,Personal Care,Toothpaste,2,173.46,0.1,312.22,248.51,63.71
2025-02-07 00:54:02.702251876,CUST1150,Central,Snacks,Chips,6,126.05,0.0,756.28,469.33,286.96
2025-02-07 08:11:12.560467056,CUST1100,West,Household,Dishwash,8,126.69,0.0,1013.55,791.61,221.94
2025-02-07 15:28:22.418682235,CUST1150,Central,Personal Care,Soap,11,79.52,0.1,787.29,525.66,261.63
2025-02-07 22:45:32.276897414,CUST1125,North,Snacks,Chocolate,8,38.43,0.05,292.07,209.53,82.54
2025-02-08 06:02:42.135112594,CUST1073,North,Personal Care,Detergent Bar,2,239.75,0.05,455.52,342.12,113.39
2025-02-08 13:19:51.993327773,CUST1058,East,Grocery,Rice,2,314.54,0.05,597.62,400.87,196.75
2025-02-08 20:37:01.851542952,CUST1106,North,Grocery,Wheat Flour,8,230.73,0.05,1753.58,1164.74,588.84
2025-02-09 03:54:11.709758132,CUST1104,West,Household,Tissue,17,169.79,0.0,2886.51,2419.9,466.62
2025-02-09 11:11:21.567973311,CUST1066,North,Grocery,Pulses,4,394.52,0.0,1578.09,1057.35,520.74
2025-02-09 18:28:31.426188490,CUST1143,West,Grocery,Sugar,4,248.99,0.0,995.95,789.77,206.18
2025-02-10 01:45:41.284403670,CUST1143,Central,Household,Floor Cleaner,1,92.38,0.0,92.38,73.92,18.47
2025-02-10 09:02:51.142618849,CUST1014,North,Grocery,Sugar,5,181.9,0.1,818.55,673.68,144.88
2025-02-10 16:20:01.000834028,CUST1128,West,Snacks,Cookies,6,82.17,0.0,493.02,389.92,103.1
2025-02-10 23:37:10.859049207,CUST1162,South,Beverages,Juice,5,124.33,0.0,621.64,393.81,227.83
2025-02-11 06:54:20.717264387,CUST1097,West,Grocery,Sugar,8,216.44,0.0,1731.51,1336.99,394.51
2025-02-11 14:11:30.575479566,CUST1007,East,Snacks,Biscuits,13,105.24,0.05,1299.76,921.61,378.16
2025-02-11 21:28:40.433694745,CUST1013,Central,Beverages,Mineral Water,7,89.88,0.0,629.16,475.75,153.41
2025-02-12 04:45:50.291909925,CUST1117,South,Household,Garbage Bags,5,214.39,0.0,1071.94,863.72,208.22
2025-02-12 12:03:00.150125104,CUST1137,North,Grocery,Wheat Flour,11,194.11,0.15,1814.97,1439.48,375.48
2025-02-12 19:20:10.008340283,CUST1177,North,Personal Care,Detergent Bar,2,242.01,0.0,484.02,341.23,142.79
2025-02-13 02:37:19.866555463,CUST1133,West,Grocery,Pulses,7,318.89,0.0,2232.25,1389.94,842.31
2025-02-13 09:54:29.724770642,CUST1096,South,Personal Care,Shampoo,3,242.72,0.0,728.15,539.5,188.65
2025-02-13 17:11:39.582985821,CUST1119,South,Grocery,Cooking Oil,6,440.16,0.0,2640.94,2195.05,445.89
2025-02-14 00:28:49.441201001,CUST1015,North,Beverages,Juice,6,118.29,0.05,674.26,437.04,237.22
2025-02-14 07:45:59.299416180,CUST1122,North,Household,Dishwash,2,109.24,0.1,196.63,149.85,46.78
2025-02-14 15:03:09.157631359,CUST1150,East,Grocery,Wheat Flour,1,130.64,0.0,130.64,90.19,40.44
2025-02-14 22:20:19.015846539,CUST1118,East,Grocery,Cooking Oil,7,127.54,0.05,848.14,620.7,227.44
2025-02-15 05:37:28.874061718,CUST1104,East,Grocery,Cooking Oil,3,352.06,0.05,1003.37,841.02,162.35
2025-02-15 12:54:38.732276897,CUST1058,West,Beverages,Coffee,1,120.32,0.0,120.32,97.05,23.27
2025-02-15 20:11:48.590492077,CUST1125,West,Personal Care,Soap,11,115.99,0.15,1084.46,760.24,324.22
2025-02-16 03:28:58.448707256,CUST1014,East,Personal Care,Toothpaste,7,83.05,0.0,581.35,472.25,109.1
2025-02-16 10:46:08.306922435,CUST1110,East,Grocery,Wheat Flour,2,269.87,0.1,485.77,354.42,131.34
2025-02-16 18:03:18.165137614,CUST1047,East,Grocery,Pulses,8,193.12,0.0,1544.96,1230.25,314.71
2025-02-17 01:20:28.023352794,CUST1090,Central,Personal Care,Face Wash,3,216.77,0.05,617.78,483.6,134.18
2025-02-17 08:37:37.881567973,CUST1064,Central,Grocery,Pulses,9,326.04,0.0,2934.4,2062.65,871.75
2025-02-17 15:54:47.739783152,CUST1070,North,Snacks,Cookies,15,30.48,0.0,457.17,356.82,100.35
2025-02-17 23:11:57.597998332,CUST1014,South,Grocery,Cooking Oil,4,233.54,0.0,934.18,635.83,298.34
2025-02-18 06:29:07.456213511,CUST1178,North,Grocery,Wheat Flour,2,149.94,0.05,284.88,198.31,86.57
2025-02-18 13:46:17.314428690,CUST1069,East,Personal Care,Shampoo,7,243.74,0.0,1706.21,1425.54,280.67
2025-02-18 21:03:27.172643870,CUST1071,North,Personal Care,Face Wash,15,127.62,0.0,1914.29,1281.75,632.54
2025-02-19 04:20:37.030859049,CUST1022,North,Snacks,Cookies,3,99.68,0.0,299.03,194.67,104.36
2025-02-19 11:37:46.889074228,CUST1063,North,Personal Care,Shampoo,1,243.55,0.0,243.55,203.4,40.14
2025-02-19 18:54:56.747289408,CUST1058,West,Grocery,Pulses,3,252.95,0.0,758.84,545.82,213.03
2025-02-20 02:12:06.605504587,CUST1178,East,Personal Care,Shampoo,2,166.92,0.05,317.15,253.99,63.16
2025-02-20 09:29:16.463719766,CUST1042,West,Personal Care,Toothpaste,3,117.77,0.0,353.32,288.78,64.54
2025-02-20 16:46:26.321934946,CUST1008,Central,Personal Care,Detergent Bar,3,79.75,0.05,227.28,142.58,84.7
2025-02-21 00:03:36.180150125,CUST1158,Central,Personal Care,Toothpaste,10,119.71,0.0,1197.12,774.46,422.66
2025-02-21 07:20:46.038365304,CUST1126,Central,Beverages,Juice,3,50.15,0.05,142.92,116.6,26.32
2025-02-21 14:37:55.896580484,CUST1131,West,Household,Tissue,6,187.78,0.0,1126.68,821.04,305.64
2025-02-21 21:55:05.754795663,CUST1075,North,Beverages,Coffee,6,38.51,0.05,219.52,145.34,74.18
2025-02-22 05:12:15.613010842,CUST1148,West,Beverages,Tea,5,44.57,0.0,222.86,146.74,76.11
2025-02-22 12:29:25.471226022,CUST1145,North,Household,Laundry Detergent,12,141.18,0.05,1609.5,1330.13,279.37
2025-02-22 19:46:35.329441201,CUST1147,East,Personal Care,Face Wash,6,135.57,0.0,813.41,527.37,286.04
2025-02-23 03:03:45.187656380,CUST1028,West,Beverages,Tea,9,174.77,0.1,1415.62,1095.48,320.14
2025-02-23 10:20:55.045871560,CUST1120,West,Household,Dishwash,10,78.96,0.0,789.6,491.71,297.89
2025-02-23 17:38:04.904086739,CUST1086,North,Beverages,Soft Drink,3,138.19,0.1,373.11,258.45,114.66
2025-02-24 00:55:14.762301918,CUST1137,West,Household,Garbage Bags,3,125.69,0.0,377.08,274.3,102.78
2025-02-24 08:12:24.620517098,CUST1026,West,Household,Floor Cleaner,9,180.38,0.05,1542.24,1160.42,381.82
2025-02-24 15:29:34.478732277,CUST1162,East,Beverages,Mineral Water,12,104.42,0.05,1190.35,986.94,203.41
2025-02-24 22:46:44.336947456,CUST1106,North,Personal Care,Soap,16,45.54,0.1,655.75,441.02,214.73
2025-02-25 06:03:54.195162636,CUST1124,North,Beverages,Mineral Water,1,57.08,0.0,57.08,35.85,21.23
2025-02-25 13:21:04.053377815,CUST1021,East,Beverages,Mineral Water,5,86.5,0.0,432.52,346.02,86.5
2025-02-25 20:38:13.911592994,CUST1161,Central,Household,Dishwash,5,251.28,0.0,1256.41,965.45,290.97
2025-02-26 03:55:23.769808174,CUST1068,North,Personal Care,Detergent Bar,3,103.27,0.05,294.31,226.93,67.38
2025-02-26 11:12:33.628023353,CUST1051,East,Beverages,Coffee,6,87.66,0.05,499.65,380.84,118.81
2025-02-26 18:29:43.486238532,CUST1094,South,Snacks,Chips,2,42.34,0.0,84.68,67.95,16.73
2025-02-27 01:46:53.344453711,CUST1107,South,Grocery,Cooking Oil,5,57.93,0.05,275.18,221.81,53.38
2025-02-27 09:04:03.202668891,CUST1063,East,Beverages,Mineral Water,1,147.29,0.1,132.56,108.92,23.64
2025-02-27 16:21:13.060884070,CUST1019,Central,Snacks,Chips,4,41.53,0.05,157.82,130.72,27.1
2025-02-27 23:38:22.919099249,CUST1116,West,Snacks,Chips,5,73.25,0.05,347.95,243.64,104.31
2025-02-28 06:55:32.777314429,CUST1170,Central,Snacks,Chocolate,2,73.84,0.0,147.68,107.41,40.27
2025-02-28 14:12:42.635529608,CUST1145,Central,Household,Garbage Bags,6,345.2,0.0,2071.22,1722.12,349.11
2025-02-28 21:29:52.493744787,CUST1085,West,Household,Tissue,5,298.04,0.05,1415.71,932.92,482.79
2025-03-01 04:47:02.351959967,CUST1017,East,Grocery,Sugar,7,182.38,0.0,1276.69,904.39,372.29
2025-03-01 12:04:12.210175146,CUST1054,Central,Household,Dishwash,4,89.71,0.05,340.9,256.29,84.61
2025-03-01 19:21:22.068390325,CUST1154,West,Beverages,Mineral Water,13,33.95,0.15,375.15,310.92,64.22
2025-03-02 02:38:31.926605505,CUST1092,East,Snacks,Chips,32,139.44,0.1,4015.74,2892.6,1123.14
2025-03-02 09:55:41.784820684,CUST1063,East,Snacks,Chocolate,1,27.73,0.0,27.73,18.66,9.07
2025-03-02 17:12:51.643035863,CUST1035,North,Beverages,Mineral Water,10,160.17,0.1,1441.51,999.47,442.04
2025-03-03 00:30:01.501251043,CUST1037,Central,Personal Care,Toothpaste,9,38.79,0.1,314.23,246.01,68.22
2025-03-03 07:47:11.359466222,CUST1075,East,Personal Care,Face Wash,7,226.63,0.05,1507.12,942.54,564.58
2025-03-03 15:04:21.217681401,CUST1124,West,Snacks,Chocolate,7,33.12,0.0,231.86,186.7,45.15
2025-03-03 22:21:31.075896581,CUST1065,North,Grocery,Wheat Flour,1,155.21,0.0,155.21,112.5,42.71
2025-03-04 05:38:40.934111760,CUST1054,West,Snacks,Cookies,3,118.75,0.1,320.62,230.81,89.82
2025-03-04 12:55:50.792326939,CUST1034,South,Snacks,Chips,9,87.62,0.0,788.6,575.1,213.49
2025-03-04 20:13:00.650542118,CUST1088,South,Household,Laundry Detergent,2,264.51,0.05,502.57,410.63,91.94
2025-03-05 03:30:10.508757298,CUST1145,South,Beverages,Mineral Water,6,165.62,0.1,894.33,687.32,207.01
2025-03-05 10:47:20.366972477,CUST1108,East,Grocery,Pulses,2,299.41,0.05,568.88,473.61,95.27
2025-03-05 18:04:30.225187656,CUST1146,East,Household,Dishwash,3,200.12,0.0,600.36,432.68,167.68
2025-03-06 01:21:40.083402836,CUST1100,Central,Beverages,Juice,4,110.57,0.1,398.05,310.76,87.29
2025-03-06 08:38:49.941618015,CUST1013,North,Personal Care,Face Wash,3,139.71,0.0,419.13,341.95,77.18
2025-03-06 15:55:59.799833194,CUST1163,North,Household,Floor Cleaner,4,301.48,0.05,1145.62,949.43,196.19
2025-03-06 23:13:09.658048374,CUST1092,South,Personal Care,Soap,4,237.01,0.0,948.05,633.63,314.41
2025-03-07 06:30:19.516263553,CUST1007,West,Household,Garbage Bags,7,149.63,0.0,1047.41,819.69,227.72
2025-03-07 13:47:29.374478732,CUST1157,North,Snacks,Chocolate,6,121.82,0.0,730.89,501.86,229.03
2025-03-07 21:04:39.232693912,CUST1178,East,Household,Floor Cleaner,5,332.82,0.05,1580.88,1324.92,255.96
2025-03-08 04:21:49.090909091,CUST1068,West,Household,Tissue,3,132.87,0.15,338.82,249.37,89.45
2025-03-08 11:38:58.949124270,CUST1005,West,Snacks,Biscuits,8,81.1,0.0,648.79,423.27,225.51
2025-03-08 18:56:08.807339450,CUST1078,South,Snacks,Namkeen,5,143.38,0.1,645.21,508.03,137.18
2025-03-09 02:13:18.665554629,CUST1156,West,Grocery,Sugar,3,222.67,0.05,634.62,512.66,121.95
2025-03-09 09:30:28.523769808,CUST1098,North,Household,Tissue,1,107.03,0.05,101.68,83.35,18.33
2025-03-09 16:47:38.381984988,CUST1081,East,Household,Garbage Bags,7,143.0,0.0,1001.0,721.53,279.47
2025-03-10 00:04:48.240200167,CUST1066,East,Household,Floor Cleaner,5,240.31,0.0,1201.55,829.99,371.56
2025-03-10 07:21:58.098415346,CUST1160,North,Grocery,Sugar,14,237.16,0.1,2988.28,2505.72,482.56
2025-03-10 14:39:07.956630526,CUST1082,West,Personal Care,Soap,3,199.84,0.0,599.52,447.39,152.13
2025-03-10 21:56:17.814845705,CUST1098,Central,Household,Dishwash,6,61.68,0.0,370.07,243.71,126.36
2025-03-11 05:13:27.673060884,CUST1149,West,Grocery,Cooking Oil,1,251.85,0.1,226.66,185.04,41.62
2025-03-11 12:30:37.531276063,CUST1068,South,Household,Tissue,18,306.51,0.0,5517.16,3507.01,2010.15
2025-03-11 19:47:47.389491243,CUST1116,Central,Household,Garbage Bags,2,297.44,0.0,594.87,429.45,165.42
2025-03-12 03:04:57.247706422,CUST1061,West,Grocery,Pulses,5,40.0,0.0,200.02,137.4,62.62
2025-03-12 10:22:07.105921601,CUST1126,East,Grocery,Sugar,11,210.54,0.0,2315.91,1574.16,741.75
2025-03-12 17:39:16.964136781,CUST1162,North,Household,Tissue,2,73.54,0.0,147.07,114.14,32.94
2025-03-13 00:56:26.822351960,CUST1104,East,Grocery,Wheat Flour,4,93.28,0.15,317.14,227.94,89.2
2025-03-13 08:13:36.680567139,CUST1076,Central,Personal Care,Shampoo,8,123.94,0.1,892.34,690.9,201.44
2025-03-13 15:30:46.538782319,CUST1078,South,Household,Dishwash,7,54.82,0.05,364.54,235.99,128.55
